status_type,num_reactions,num_comments,num_shares,num_loves,cluster
video,12.000000000000002,2.0,0.0,0.0,1
photo,3.0000000000000004,1.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
video,61.0,278.0,13.0,8.0,1
photo,12.000000000000002,3.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,2.0,0.0,1.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,2.0,1.0,0.0,0.0,0
video,34.0,104.0,5.0,3.0,1
photo,22.999999999999996,4.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,3.0000000000000004,3.0,0.0,0.0,0
photo,2.0,2.0,0.0,0.0,0
photo,12.000000000000002,0.0,0.0,1.0,0
photo,9.0,0.0,0.0,1.0,0
status,5.0,0.0,0.0,0.0,0
video,54.0,235.99999999999997,17.0,10.0,1
photo,31.0,14.0,2.0,0.0,0
video,4.0,0.0,0.0,1.0,1
video,30.0,181.99999999999997,17.0,10.0,1
photo,22.0,4.0,0.0,0.0,0
photo,20.0,2.0,0.0,0.0,0
photo,4.0,0.0,0.0,0.0,0
photo,48.00000000000001,3.0,0.0,3.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,21.0,0.0,0.0,1.0,0
video,39.0,237.0,16.0,5.0,1
photo,26.0,8.0,0.0,0.0,0
photo,12.000000000000002,2.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
video,30.0,197.0,4.0,6.0,1
status,3.0000000000000004,0.0,0.0,0.0,0
photo,44.0,11.000000000000002,0.0,0.0,0
photo,64.0,32.0,1.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,17.0,0.0,0.0,0.0,0
video,72.0,252.0,30.0,11.0,1
photo,21.0,4.0,0.0,1.0,0
photo,8.0,0.0,0.0,1.0,0
photo,336.0,4.0,18.0,2.0,0
photo,6.000000000000001,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,4.0,0.0,0.0,0.0,0
photo,12.000000000000002,0.0,0.0,0.0,0
video,7.0,3.0,1.0,0.0,1
photo,2.0,0.0,0.0,0.0,0
photo,4.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,5.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,8.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,7.0,0.0,0.0,0.0,0
photo,5.0,0.0,0.0,0.0,0
photo,5.0,0.0,1.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,4.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,5.0,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,626.0,3.0,88.0,3.0,0
status,4.0,0.0,0.0,0.0,0
photo,12.000000000000002,0.0,3.0,0.0,0
photo,8.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,7.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,15.0,0.0,0.0,0.0,0
photo,10.0,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,6.000000000000001,0.0,1.0,1.0,0
photo,4.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,4.0,1.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
video,22.999999999999996,3.0,0.0,0.0,1
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,4.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,13.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
video,11.0,0.0,0.0,0.0,1
photo,4.0,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,5.0,0.0,0.0,0.0,0
photo,10.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,6.000000000000001,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,10.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,6.000000000000001,1.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,6.000000000000001,1.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,4.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
video,0.0,0.0,0.0,0.0,1
video,134.0,5.0,1.0,1.0,1
photo,1.0,1.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,4.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,3.0000000000000004,3.0,1.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,1.0,0.0,1.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,0.0,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,2.0,0.0,0.0,0.0,0
photo,3.0000000000000004,0.0,0.0,0.0,0
photo,1.0,0.0,0.0,0.0,0
photo,4.0,0.0,0.0,2.0,0
photo,5.0,0.0,0.0,0.0,0
photo,4.0,0.0,3.0,0.0,0
photo,529.0,226.00000000000003,5.0,5.0,0
video,984.0,5166.0,690.0,200.0,1
photo,372.99999999999994,54.0,1.0,7.0,0
video,256.0,535.0,52.0,34.0,1
video,1238.0,7895.0,1101.0,233.0,1
photo,315.0,34.0,1.0,3.0,0
video,252.0,732.9999999999999,77.0,25.0,1
video,1140.0,6523.0,879.0,214.0,1
photo,624.0,11.000000000000002,104.0,6.0,0
video,174.0,324.0,31.0,21.0,1
video,245.0,477.0,61.0,31.0,1
video,1156.0,7208.000000000001,997.0,282.0,1
photo,1818.0,33.0,5.0,29.0,0
photo,876.0,133.0,4.0,5.0,0
photo,184.99999999999997,31.0,1.0,2.0,0
video,762.9999999999999,4083.0000000000005,784.0,159.0,1
video,288.0,1715.0,89.0,45.0,1
video,910.0,5963.0,874.0,198.0,1
photo,352.0,28.999999999999996,3.0,2.0,0
photo,565.0,25.0,2.0,7.0,0
video,856.0,5204.0,793.0,187.0,1
video,509.0,17.0,131.0,3.0,1
status,257.0,28.0,0.0,5.0,0
video,1059.0,6535.0,915.0000000000001,215.0,1
video,835.0,3919.0,684.0,217.0,1
video,820.0,4829.0,739.0,276.0,1
video,291.0,895.0,167.0,46.0,1
video,1004.0,7061.0,1003.0,237.0,1
photo,359.0,47.0,3.0,4.0,0
video,846.0,3691.9999999999995,1636.0,141.0,1
photo,426.0,40.0,5.0,6.0,0
photo,2402.0,97.0,3.0,41.0,0
photo,258.0,37.0,3.0,5.0,0
video,329.0,1909.0,137.0,85.0,1
video,808.0,5516.0,760.0,198.0,1
video,892.0,6621.999999999999,1026.0,260.0,1
photo,195.00000000000003,22.000000000000004,2.0,3.0,0
video,914.0,7013.0,1011.0000000000001,251.0,1
video,1048.0,3739.9999999999995,974.0000000000001,165.0,1
photo,563.0,28.0,5.0,4.0,0
video,703.0,4007.0000000000005,844.0,139.0,1
photo,707.0,63.0,3.0,7.0,0
photo,213.0,5.0,2.0,3.0,0
video,250.0,1061.0,54.0,36.0,1
video,829.0,6940.0,1055.0,166.0,1
video,1078.0,9452.0,1379.0,234.0,1
photo,287.0,65.0,3.0,1.0,0
video,305.0,1724.0,222.99999999999997,49.0,1
video,543.0,2041.0,476.00000000000006,87.0,1
video,300.0,297.0,60.0,29.0,1
video,840.0,7145.0,1136.0,196.0,1
video,840.0,4018.0,1412.0,144.0,1
photo,273.0,69.0,5.0,6.0,0
photo,576.0,158.0,8.0,10.0,0
photo,293.0,0.0,1.0,7.0,0
photo,581.0,20.0,0.0,6.0,0
photo,750.9999999999999,35.0,2.0,7.0,0
status,473.0,83.0,4.0,20.0,1
photo,1386.0,51.0,6.0,9.0,0
photo,434.0,57.99999999999999,17.0,7.0,0
photo,391.00000000000006,8.0,48.0,0.0,0
photo,280.0,28.999999999999996,4.0,3.0,0
photo,345.0,70.0,2.0,4.0,0
photo,296.0,31.0,5.0,1.0,0
photo,185.99999999999997,19.0,1.0,5.0,0
photo,358.0,12.0,2.0,4.0,0
photo,414.0,5.0,61.0,0.0,0
photo,429.0,88.00000000000001,0.0,3.0,0
photo,136.0,18.0,1.0,2.0,0
photo,125.0,4.0,2.0,1.0,0
photo,251.0,18.0,2.0,3.0,0
photo,158.0,9.0,1.0,1.0,0
photo,177.0,16.0,1.0,3.0,0
photo,287.0,38.0,2.0,0.0,0
photo,153.0,7.0,42.0,0.0,0
photo,214.0,18.0,1.0,1.0,0
photo,806.0,51.0,0.0,23.0,0
photo,312.0,37.0,6.0,5.0,0
photo,244.0,30.0,5.0,3.0,0
photo,637.0,64.0,8.0,8.0,0
photo,195.00000000000003,15.0,0.0,4.0,0
photo,287.0,43.0,3.0,4.0,0
photo,357.0,58.99999999999999,3.0,6.0,0
photo,182.0,27.0,1.0,4.0,0
photo,307.0,51.0,4.0,5.0,0
photo,403.0,89.00000000000001,4.0,8.0,0
photo,211.0,24.0,1.0,2.0,0
photo,300.0,45.99999999999999,1.0,0.0,0
photo,287.0,28.999999999999996,3.0,4.0,0
photo,223.0,19.0,1.0,7.0,0
photo,181.0,15.0,0.0,2.0,0
photo,56.0,3.0,0.0,1.0,0
photo,377.99999999999994,48.0,3.0,4.0,0
photo,397.00000000000006,87.00000000000001,10.0,5.0,0
photo,397.00000000000006,76.0,4.0,9.0,0
photo,940.0,49.0,1.0,40.0,0
photo,138.0,8.0,0.0,2.0,0
photo,78.0,5.0,1.0,0.0,0
photo,128.0,5.0,4.0,1.0,0
photo,306.0,32.0,4.0,2.0,0
photo,128.0,12.0,1.0,1.0,0
photo,119.0,9.0,0.0,2.0,0
photo,96.00000000000001,5.0,2.0,0.0,0
photo,354.0,66.0,2.0,3.0,0
photo,121.0,11.000000000000002,1.0,7.0,0
photo,93.99999999999999,9.0,1.0,0.0,0
photo,164.0,15.0,5.0,0.0,0
photo,342.0,34.0,1.0,12.0,0
photo,163.0,13.0,0.0,4.0,0
photo,73.0,11.000000000000002,0.0,1.0,0
photo,247.0,17.0,1.0,3.0,0
photo,53.0,3.0,0.0,3.0,0
status,120.0,17.0,0.0,3.0,0
photo,155.0,31.0,1.0,4.0,0
photo,431.0,27.0,0.0,10.0,0
status,110.0,15.0,0.0,2.0,0
photo,186.99999999999997,18.0,0.0,4.0,0
photo,105.0,20.0,0.0,0.0,0
photo,99.00000000000001,16.0,0.0,2.0,0
status,161.0,18.0,0.0,3.0,0
status,91.0,6.0,0.0,0.0,0
photo,316.0,65.0,16.0,4.0,0
photo,91.0,5.0,0.0,2.0,0
photo,151.0,9.0,1.0,1.0,0
status,70.0,12.0,0.0,0.0,0
video,154.0,821.0,75.0,32.0,1
video,208.0,981.0,108.0,37.0,1
video,2.0,0.0,0.0,0.0,1
video,17.0,0.0,1.0,1.0,1
video,9.0,0.0,1.0,0.0,1
video,123.0,524.0,56.0,21.0,1
video,157.0,591.0,61.0,29.0,1
video,24.000000000000004,0.0,0.0,0.0,1
video,27.0,0.0,4.0,0.0,1
video,189.99999999999997,722.9999999999999,85.0,55.0,1
video,19.0,0.0,0.0,0.0,1
video,22.0,2.0,1.0,0.0,1
video,164.0,1120.0,67.0,40.0,1
video,185.99999999999997,817.0,68.0,27.0,1
video,41.0,0.0,0.0,0.0,1
video,249.0,1734.0,247.0,47.0,1
video,83.0,272.0,14.0,10.0,1
video,156.0,333.0,97.0,30.0,1
video,219.0,994.0,112.0,40.0,1
video,7.0,0.0,0.0,0.0,1
video,123.0,574.0,49.0,18.0,1
video,171.0,408.0,38.0,27.0,1
video,180.0,1002.0,76.0,28.0,1
photo,325.0,10.0,1.0,4.0,0
video,164.0,518.0,40.0,23.0,1
video,24.000000000000004,0.0,1.0,1.0,1
video,215.0,1229.0,84.0,44.0,1
video,75.0,450.00000000000006,25.0,12.0,1
video,134.0,359.99999999999994,65.0,27.0,1
video,145.0,746.0,61.0,31.0,1
photo,68.0,4.0,0.0,0.0,0
video,22.0,4.0,0.0,1.0,1
video,160.0,1020.0,61.0,38.0,1
video,91.0,432.0,32.0,14.0,1
video,132.0,332.0,56.0,31.0,1
video,20.0,2.0,0.0,0.0,1
video,150.0,568.0,30.0,38.0,1
photo,43.0,2.0,0.0,0.0,0
video,203.0,775.0,62.0,37.0,1
video,53.0,134.0,10.0,9.0,1
video,26.0,3.0,3.0,1.0,1
video,103.0,440.0,69.0,20.0,1
video,31.0,4.0,0.0,0.0,1
video,133.0,758.0,52.0,24.0,1
video,124.0,416.0,41.0,20.0,1
photo,34.0,1.0,0.0,0.0,0
video,28.0,1.0,2.0,0.0,1
video,13.0,0.0,0.0,0.0,1
video,114.0,937.9999999999999,59.0,27.0,1
photo,500.0,9.0,15.0,1.0,0
photo,15.0,0.0,0.0,0.0,0
photo,35.0,0.0,15.0,0.0,0
photo,5.0,0.0,15.0,0.0,0
photo,5.0,0.0,15.0,0.0,0
photo,2.0,0.0,15.0,0.0,0
photo,25.000000000000004,1.0,1.0,0.0,0
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,1.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,1.0,0.0,3.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,4.0,0.0,3.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,5.0,0.0,0.0,1.0,1
video,2.0,0.0,0.0,0.0,1
video,9.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,4.0,0.0,1.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,1.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,2.0,0.0,1.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,1.0,1
video,1.0,0.0,1.0,0.0,1
video,2.0,0.0,1.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,12.000000000000002,1.0,4.0,0.0,1
video,6.000000000000001,0.0,12.0,0.0,1
video,12.000000000000002,0.0,14.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,12.000000000000002,0.0,8.0,0.0,1
video,11.0,0.0,7.0,0.0,1
video,10.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,2.0,0.0,1.0,0.0,1
video,1.0,0.0,1.0,0.0,1
video,0.0,0.0,1.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,1.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,4.0,0.0,1.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,1.0,1
video,2.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,2.0,0.0,1.0,0.0,1
video,64.0,90.99999999999999,322.0,7.0,1
video,1.0,0.0,0.0,0.0,1
video,34.0,73.0,242.00000000000003,5.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,1.0,0.0,1
video,4.0,0.0,1.0,0.0,1
video,7.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,1.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,1.0,1
video,5.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
photo,1.0,1.0,1.0,0.0,0
video,1.0,0.0,0.0,0.0,1
video,5.0,0.0,1.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,4.0,0.0,1.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,7.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,1.0,0.0,1.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,11.0,0.0,0.0,1.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,6.000000000000001,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,7.0,1.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,1.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,5.0,0.0,0.0,1.0,1
photo,1.0,0.0,0.0,1.0,0
photo,1.0,1.0,0.0,1.0,0
video,9.0,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,7.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,8.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,5.0,0.0,0.0,1.0,1
video,6.000000000000001,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,7.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,9.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,11.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,10.0,0.0,0.0,0.0,1
video,91.0,90.99999999999999,277.0,13.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,7.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,4.0,1.0,0.0,0.0,1
video,8.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,46.99999999999999,39.0,8.0,4.0,1
video,28.0,39.0,16.0,1.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,105.0,136.0,67.0,15.0,1
video,8.0,0.0,0.0,0.0,1
video,182.0,234.99999999999997,73.0,20.0,1
video,1.0,0.0,0.0,0.0,1
video,4.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,1.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,116.0,200.0,238.99999999999997,18.0,1
video,7.0,0.0,0.0,0.0,1
video,10.0,0.0,0.0,0.0,1
video,42.0,89.00000000000001,295.0,7.0,1
video,2.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,133.0,157.0,278.0,16.0,1
video,4.0,0.0,0.0,0.0,1
video,16.0,1.0,0.0,1.0,1
video,128.0,164.0,79.0,18.0,1
video,2.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,54.0,89.99999999999999,281.0,7.0,1
video,1.0,0.0,0.0,0.0,1
video,2.0,0.0,0.0,0.0,1
video,5.0,0.0,0.0,0.0,1
video,71.0,123.0,277.0,10.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,6.000000000000001,0.0,0.0,1.0,1
video,88.0,247.0,319.0,13.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,0.0,0.0,0.0,0.0,1
video,3.0000000000000004,0.0,0.0,0.0,1
